review,rating,date,bank,source
It simply isn't working. Example: I can't access my account statement in order to find out how much I sent to Mr X or Y over the last six months or so. Nor is your FAQ section helpful. I suggest that you review the efficacy of your app.,1,2024-03-09,CBE,Google Play
No customer service help and it's in general doesn't fill out the global app's estandard. It was felt.,1,2024-03-09,CBE,Google Play
"The application get stacked the whole day ( March 9, 2024); it is a big head ache on daily work",1,2024-03-09,CBE,Google Play
I liked this app. But the User interface is very basic and not attractive at all.,2,2025-06-07,CBE,Google Play
it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,CBE,Google Play
"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,CBE,Google Play
"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,CBE,Google Play
ok,2,2025-05-21,CBE,Google Play
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,CBE,Google Play
"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,CBE,Google Play
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,CBE,Google Play
network errorrrrrr,2,2025-05-02,CBE,Google Play
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,CBE,Google Play
ok,2,2025-04-19,CBE,Google Play
"slow, only one account is used",2,2025-04-19,CBE,Google Play
easy and reliable,2,2025-04-08,CBE,Google Play
Genat biru,2,2025-04-06,CBE,Google Play
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,Google Play
isin ga'a,2,2025-04-02,CBE,Google Play
why why u remove screen shoot😡😡,2,2025-03-26,CBE,Google Play
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,CBE,Google Play
Screenshot or slip not working,2,2025-03-22,CBE,Google Play
as if the update of march 19 i can't take a screenshot in the app. i can just save it as file and that is so annoying. i used to save all screenshot in my gallery in one folder now with the extra steps added i have to save the file go to file and then screenshot it. the solution is to allow the screenshot to be save in to gallery automatically. i wish you give this review attention and resolve the issue shortly.,2,2025-03-19,CBE,Google Play
በጣም ጥሩ አፕልኬሽን ነው,2,2025-03-14,CBE,Google Play
"We need this app to work properly, and it looks like an outdated",2,2025-03-03,CBE,Google Play
I phone app is not working,2,2025-03-01,CBE,Google Play
Bad security 🔓,2,2025-02-28,CBE,Google Play
Recently it is not working please check it,2,2025-02-26,CBE,Google Play
"The app is full of bugs here and there, perhaps it's from the backend side idk. For instance the transaction history you see on top is one made a couple of months ago and you have to refresh until you reach the top. it's just so bizarre. And you can't even search for a transaction you made. Someone with a lot of transactions will find it annoying. Even simple things like localising dates to Amharic dates are now correctly implemented.",2,2025-02-25,CBE,Google Play
When I open the app it turns off keep says (app has a bug ) the app needs update,2,2025-02-21,CBE,Google Play
"Its not bad, but there are plenty of errors .",2,2025-02-17,CBE,Google Play
Very buggy!,2,2025-02-14,CBE,Google Play
It's not bad 👍,2,2025-02-10,CBE,Google Play
"Add customer service please other than calling 951. Why would you have a mobile app but not an online text-based customer service? Why? Disappointing And I will never use the top-up feature again, I have been trying to recharge my safaricom balance but your app would say time out and then credit my account but never recharge my balance, why? Where is my money? Do you expect me to call 951 at midnight?",2,2025-02-08,CBE,Google Play
It crashes frequently,2,2025-02-07,CBE,Google Play
Its good but we need an option of choosing a specific period to get a historique of transactions. For example when i want to check my previous transactions i only get few transactions. Thank you.,2,2025-01-30,CBE,Google Play
Updating the app is must everytime they release it even to reload the transaction.,2,2025-01-29,CBE,Google Play
Bahilu ketema,2,2025-01-29,CBE,Google Play
😔,2,2025-01-28,CBE,Google Play
"Does""nt give you a list of beneficieries.",2,2025-01-27,CBE,Google Play
"trasaction history needs to be more,",2,2025-01-27,CBE,Google Play
Woow app,2,2025-01-25,CBE,Google Play
"Why on earth is CBE telling me to turn off developer mode? As the name clearly states, it's for developers, not for CBE to dictate. There are countless financial apps out there that work just fine without demanding such an unnecessary restriction. If your app can’t handle developer mode, that’s a you problem. Fix your code instead of disabling features that have absolutely nothing to do with you.",2,2025-01-25,CBE,Google Play
It keeps asking for an update recursively since the last update. What is going on??,2,2025-01-25,CBE,Google Play
The qr code scans must be backed to see the transfer is done and to use it easily,2,2025-01-25,CBE,Google Play
"the ""developer mode"" need to be fixed, it sucks",2,2025-01-25,CBE,Google Play
"I have been accessing my CBE from abroad very easily without problems .Good job, guy.",2,2025-01-22,CBE,Google Play
"Money transfer options is not giving correct input, and there is no way of knowing whether the money was successfully transferred.",2,2025-01-16,CBE,Google Play
Please add mini statement,2,2025-01-15,CBE,Google Play
Taliyemuxumid mahamuud,2,2025-01-15,CBE,Google Play
aqf WWE the ga,2,2025-01-09,CBE,Google Play
"Good cbe app but it frequently need update , after you update you will go to the Bank officer for verification . But my question is why not verify own self .",2,2025-01-09,CBE,Google Play
"First this app was pretty good and well connection while transferring money, but now there's no such a worst mob app ever while transferring money it corrupts due to the network and took the amount of money you were transferring from your account then after seconds interruptions it's shows that the money is transferred (this case happens especially to telebirrr wallet) then after you report the issue to the CBE customer service they refund your money to your CBE account after 3-5 days.",2,2025-01-09,CBE,Google Play
Open,2,2025-01-06,CBE,Google Play
I don't understand the reason why this app asks me to turn off my developer options whenever I try to log into the app 🙄 This issue immediately needs to be fixed. Why would I sacrifice my phone's performance to use only this app? It's ridiculous 😒,2,2025-01-06,CBE,Google Play
"The banks logo, the hidden accounts data are not seen. It is saying it saying unconnected and hence does not sync.",2,2025-01-05,CBE,Google Play
"Very slagish to operate, needs upgraded.",2,2025-01-05,CBE,Google Play
It nice apps,2,2025-01-04,CBE,Google Play
Developer option,2,2025-01-03,CBE,Google Play
Sand me naw,2,2025-01-03,CBE,Google Play
good,2,2025-01-01,CBE,Google Play
Update,2,2025-01-01,CBE,Google Play
Very useful app,2,2025-01-01,CBE,Google Play
nice,2,2025-01-01,CBE,Google Play
Good,2,2025-01-01,CBE,Google Play
"As an app developer, I rely on Developer Mode to build and test apps, but this app blocks access entirely if it's enabled. This restriction is unnecessary and makes it impossible for developers to use the service. Instead of outright blocking, consider implementing enhanced security measures that don't alienate professionals who need this setting. Please reconsider this policy.",2,2024-12-31,CBE,Google Play
Apdates went to dismiss the developer option,2,2024-12-30,CBE,Google Play
Best app,2,2024-12-30,CBE,Google Play
AsenafeDemelee,2,2024-12-29,CBE,Google Play
Hiio,2,2024-12-29,CBE,Google Play
በጣም አሪፍ,2,2024-12-29,CBE,Google Play
Not flexible,2,2024-12-27,CBE,Google Play
After the update the system the requirement for minimal is not fair,2,2024-12-26,CBE,Google Play
ወደሌላ ባንክ ሲላክ የሚቆርጠው በጣም ብዙነው,2,2024-12-21,CBE,Google Play
Yuu,2,2024-12-20,CBE,Google Play
Gud,2,2024-12-17,CBE,Google Play
No speed,2,2024-12-01,CBE,Google Play
"Self transfer has a problem. Doesn't tell weather trasfered or not after the process,ie ignors the final issuance of reciept .....",2,2024-11-28,CBE,Google Play
"ስግብግብ , Unfair (Tele + CBE )😫",2,2024-11-23,CBE,Google Play
So Good,2,2024-11-18,CBE,Google Play
Problems seen account banning without my permission,2,2024-11-17,CBE,Google Play
በጣም የሚያስጠላ ሲስተም ነው ኣሻሽሉ,2,2024-11-16,CBE,Google Play
1. Statement is limited with one screen display. There should be access to see my transactions of at least 6 months before. 2. Sometimes debit/credit is not shown on the account details.......,2,2024-11-09,CBE,Google Play
I am unable to open or use the application,2,2024-11-08,CBE,Google Play
Thinkbyou,2,2024-11-07,CBE,Google Play
It's so intermittent.,2,2024-11-07,CBE,Google Play
bast mobile banking in Ethiopia,2,2024-10-20,CBE,Google Play
ጥሩ ነው በዚሁ ቀጥሉበት።,2,2024-10-19,CBE,Google Play
"No have all monthly statement,",2,2024-10-12,CBE,Google Play
This app is so strong💪,2,2024-10-07,CBE,Google Play
Discount service fee,2,2024-10-05,CBE,Google Play
Good,2,2024-10-04,CBE,Google Play
failed to give receipt or confirm payment,2,2024-09-23,CBE,Google Play
backward banking app,2,2024-09-11,CBE,Google Play
"The CBE mobile banking app is a time-saver, but it needs several improvements, like adding fingerprint authentication. It's risky when people see me entering my PIN. Additionally, the fees are unreasonable. You could learn from Tele Birr, which adjusts fees based on the transaction amount. However, the CBEMB app charges a flat 10 birr fee for amounts between 5 and 1000 birr, which I think is unfair.",2,2024-09-04,CBE,Google Play
It functions to the most part until you need it. The most common flaw is when you send money to another bank account. It shows error but the money is actually gone. I paid twice at least 4 times because of this.,2,2024-08-29,CBE,Google Play
"Some transaction is not going to be processed accordingly. Which going to take 3-5days which is not completely right. since this bank has mass of customers. However, It should be considered as the money can be needed for emergency purposes.",2,2024-08-25,CBE,Google Play
Good,2,2024-08-20,CBE,Google Play
There is no option even to check your transactions. And is not users friendly.,2,2024-08-16,CBE,Google Play
To Day not working why,2,2024-08-12,CBE,Google Play
"This has so many bugs and doesn't update transaction logs in time, to make it worse it shows error message when you send money but deducts from account at same time but never lets you know that the transaction was successful. And it has very annoying greeting notification.",2,2024-08-09,CBE,Google Play
"Not opening the account, very late",2,2024-08-01,CBE,Google Play
ገቢ እና ወጪን ይዘላል.. አስተካክሉት,2,2024-07-21,CBE,Google Play
Nice,2,2024-07-19,CBE,Google Play
"""get your verification code from your nearest branch"" ia the first amazing dialogue your face, when you try to setup your CBE App. It is a way back system that requires you to go physically. You should have sent a verification codes either via phone number or email address. You better change this analogue system to the digital one! 😀",2,2024-07-13,CBE,Google Play
Happy,2,2024-07-08,CBE,Google Play
A life Time,2,2024-07-06,CBE,Google Play
8838𝑒𝑎 935🄹🅄🆀😃😃😃😃፨፨፨፨ገ😃፨፧፨ቸዟዟዞ😂😂😂 😁😁🅿😀😅😁😁😁😁,2,2024-07-06,CBE,Google Play
The screen shot doesn't work.,2,2024-06-30,CBE,Google Play
"couldn't view receipt & can not get help, no telephone contacts. etches",2,2024-06-25,CBE,Google Play
ጥሩ ነው ነገር ግን አብዛኛውን ጊዜ Transaction History አይመዘግብም አልፎ አልፎ አንዳንድ ቢያስቀምጥ እንኳ Order/በቅድምተከተል አይቀመጥም በተጨማሪ Message ያልደረም ከሆነ በጠም አስቸጋሪ ከመሆኑም በላይ በስራችን ላይ ጫና እያደረሰብን ነው ከደንበኞች በቀላሉ መገበያየት አስቻጋሪ ነው እና ይህ ይስተካከል እንላለን !!,2,2024-06-23,CBE,Google Play
There is a glitch regarding the transaction history. Recent transaction history are browsed almost after a day. Which makes it very inconvenient for the users.,2,2024-06-16,CBE,Google Play
1OK,2,2024-06-06,CBE,Google Play
This app is not working other bank,2,2024-05-22,CBE,Google Play
The app doesn't support amharic characters For writing payment reason. It suppose to support writing in amharic(geez) alphabet,2,2024-05-18,CBE,Google Play
"Recent service fee change is ridiculous. Plus making transfer to other banks and Telebirr wallet is even crazier. You suppose to be an exemplary institution, but you are doing the opposite.",2,2024-05-14,CBE,Google Play
Good app but it fail to send on time the commission money is unnecessary and also their are some bug like recent transaction page don't show the recent one ...... Try to improve it's back system as a bank system people want it in different situations so it has to work every time as could as possible if you don't get it when you want why we use mobile banking not branch service as I conclusion personally I like the bank because it is CBE but not their digital banking system Thanks,2,2024-05-12,CBE,Google Play
Not bad,2,2024-04-20,CBE,Google Play
"It's very bad. It deserves 0 stars. It doesn't show some transactions,it misplace transactions,it misplace dates,it shows nonsense errors and so more. I just rate it to 2 stars for helping me a lot.",2,2024-04-14,CBE,Google Play
Fantastic app,2,2024-04-10,CBE,Google Play
INDIVIGUALL TELEBIRR ACCOUNT IS NOT AVAILAVLE WHY,2,2024-03-29,CBE,Google Play
it doesn't generate financial statements. it is good to allow us to generate our transaction in PDF file,2,2024-03-26,CBE,Google Play
"1- Always mixes up sequence of transaction history and also takea very long to update those 2- doesnt generate the reciept page when you transfer to other banks, mostly displays an error image. 3- struggles to work in places with 2G connection. Generally its a good app since the USSD is a nightmare we will be ok with this.",2,2024-03-23,CBE,Google Play
Best and easy to use but the limitations is the when someone want to send birr from cbe to tele birr the transfer fee is higher and this is not correct,2,2024-03-11,CBE,Google Play
The new version get worse I can't even check my balance let alone doing other stuff.,2,2024-03-11,CBE,Google Play
Less,2,2024-03-09,CBE,Google Play
Always have network issue Even my network work fine,2,2024-03-09,CBE,Google Play
most of the time its not working,2,2024-03-09,CBE,Google Play
Pay for Beneficiary and sharing success reports are not working on the latest update.,2,2024-03-05,CBE,Google Play
Full transaction statment,2,2024-03-05,CBE,Google Play
Really good app to transfer money and receive,2,2024-03-03,CBE,Google Play
8e,2,2024-02-28,CBE,Google Play
It doesn't update quickly and display balances please improve so we can rely on the online payments.,2,2024-02-23,CBE,Google Play
Very problematic... doesn't work when needed,2,2024-02-14,CBE,Google Play
Too many bugs e.g the sync never works I have to go frequently to get fixes,2,2024-02-13,CBE,Google Play
Updating isn't working,2,2024-02-11,CBE,Google Play
"Network error becha nw milw,wede branch mehede alben endatlu becha??",2,2024-02-11,CBE,Google Play
Since I updated the app its not working,2,2024-02-11,CBE,Google Play
Need learn more,2,2024-02-04,CBE,Google Play
Good,2,2024-02-03,CBE,Google Play
"Dark mode ❌, why? 🧐",2,2024-01-30,CBE,Google Play
Poor,2,2024-01-18,CBE,Google Play
Most of the things work just fine. But the transaction history doesn't work properly/right.,2,2024-01-15,CBE,Google Play
Why it says critical update repeatdly and when I updated asks similar question,2,2024-01-08,CBE,Google Play
For late some times but more is good work,2,2024-01-06,CBE,Google Play
This app is not worthy to be trusted with handling large amount of money. Becareful with this kind of badly developed app.,2,2024-01-05,CBE,Google Play
Up date it,2,2024-01-05,CBE,Google Play
Totally no response when calling on 951.,2,2024-01-03,CBE,Google Play
Why is problem non available,2,2023-12-24,CBE,Google Play
"I Wana to update this app ,because when I try to open it ,it's close up immediately",2,2023-12-18,CBE,Google Play
This app is amazing but it stopped working so can you fix the problem,2,2023-12-14,CBE,Google Play
help me to get the money.n may,2,2023-12-08,CBE,Google Play
"I can't downloaded the recipts which is very important one's, please fix it",2,2023-12-08,CBE,Google Play
Difficult to get transaction statement and receipt of single transaction.,2,2023-12-06,CBE,Google Play
It is not active for banking,2,2023-12-05,CBE,Google Play
"I used it for the past 2 years. I live outside of Ethiopia, so it was very convenient to deposit or transfer money to and from my account. However, recently i kept getting ""None available"" message and not even able to see my balance or pull out people previous account information. So i uninstall and installed it, now it is asking me a key code whice you normally get it from ur bank. As i said,I live outside of Ethio, so unable to use this app anymore.",2,2023-12-03,CBE,Google Play
It is broken after the last update!!!,2,2023-12-01,CBE,Google Play
not responsive most of the time.,2,2023-12-01,CBE,Google Play
"The previous version was better.if our wifi is weak this app is not working even by vpn.Learn from other banks,how to make simple and easy",2,2023-11-26,CBE,Google Play
Good,2,2023-11-22,CBE,Google Play
Please include full Bank statement access through this app,2,2023-11-20,CBE,Google Play
Why someone has to go to branch for verification and activation? I can't help my self unless i am in ethiopia.,2,2023-11-09,CBE,Google Play
Fix it unsatisfied with the system,2,2023-10-26,CBE,Google Play
"It doesn't work when I turn it on with data, it only works with wifi so it's really bothering me.",2,2023-10-18,CBE,Google Play
Good,2,2023-10-16,CBE,Google Play
Hard app to rely on for business transactions. As it shows error message while the money is transferred resulting in sending money multiple times. Plus transaction details gets updated after days of the actual transaction.,2,2023-10-16,CBE,Google Play
"After I update latest app I can't use any feature on it. I can't see my amount, I can't transfer and all services are not working",2,2023-09-29,CBE,Google Play
Commercial Bank of,2,2023-09-26,CBE,Google Play
I can't see my bank activity for different months when I open the app. Only most recent,2,2023-09-21,CBE,Google Play
please Show us more transaction history,2,2023-09-08,CBE,Google Play
It doesn't show your bank information anymore.,2,2023-09-08,CBE,Google Play
not bad except illogicality of persenel.,2,2023-09-04,CBE,Google Play
required.trasfer many,2,2023-08-30,CBE,Google Play
Late,2,2023-08-26,CBE,Google Play
It cannot activated online without going branch.,2,2023-08-24,CBE,Google Play
Unable to update,2,2023-08-20,CBE,Google Play
"I've been using this app for quite some time now and recently I've been seeing some unusual bugs, like saying error repository report, not syncing when I transfer to another account but then when I try it again, sent complete but has sent to that account twice... deducted twice...this needs to fixed ASAP...",2,2023-08-03,CBE,Google Play
The application for transaction any where and time important however on process transaction intruption after some minut deducted the amount so happened double payment . So please improved ! To transact reliable show correctly on time of transaction.,2,2023-07-29,CBE,Google Play
It just disturbs if you left it open. Bad user experience,2,2023-07-11,CBE,Google Play
Pleas update this app is not working,2,2023-06-30,CBE,Google Play
Difficult to transfer,2,2023-06-29,CBE,Google Play
Good,2,2023-06-06,CBE,Google Play
"Eventhough,this's the biggest bank in Ethiopia there is a deep problem on it's application. NO NETWORK everytime 😔",2,2023-06-01,CBE,Google Play
"this app has bugs all over it!! you cant see your balance,transfer money inaddition shows error msg ""none available"". fix this!!",2,2023-05-31,CBE,Google Play
Poor app,2,2023-05-27,CBE,Google Play
Very poor app from a huge bank.,2,2023-05-13,CBE,Google Play
Thank you app google manager its very useful!!! Thank you!!,2,2023-05-10,CBE,Google Play
Abubeker negn,2,2023-05-07,CBE,Google Play
The latest update is full of bug until that it was great.,2,2023-05-01,CBE,Google Play
"It was good to work but It doesn't open for me, although i went twice the bank they have not found any solution.",2,2023-04-30,CBE,Google Play
"The app is not working, it doesn't show your balance, or you can not make any payments",2,2023-04-14,CBE,Google Play
It's good and easy but it has no security features like finger print or pin code for payment and log in. Not safe app,2,2023-04-14,CBE,Google Play
Best,2,2023-04-08,CBE,Google Play
Not all services are available like transfer to mobile numbers,2,2023-04-04,CBE,Google Play
"The app says it failed to transfer the money but it transferred money, so there is a high chance of transferring money twice.",2,2023-04-02,CBE,Google Play
Not perfectly,2,2023-04-01,CBE,Google Play
Old version is better on showing old transaction list than this one,2,2023-03-22,CBE,Google Play
I have been using this app for long period of time & I'm very happy. because I'm also use other banks app and nothing can compare this. I know so many people using this app too & we all happier by using this app especially it gives us very helpful recently data for long period of time which is the money we sent and received with very clear info. And its reduced the time which we spend by printing statement on branches. But on this version this future shortened by limited recently data. Whyyy???,2,2023-03-20,CBE,Google Play
Still now i can't even see my current balance..? It has been a while... is it just me or somebody else's problem too..?,2,2023-03-12,CBE,Google Play
Transactions history is not being fully shown fix it,2,2023-03-12,CBE,Google Play
Since the last two weeks I could not see balance. It becomes busy and difficult to check remaining amount.,2,2023-03-09,CBE,Google Play
That is good bank but there is something wrong 😕,2,2023-03-04,CBE,Google Play
History section is very bad,2,2023-02-22,CBE,Google Play
ጥሩ ነው ግን በጣም ሃላ ቀር ነው ብዙ ነገር ይቀረዋል በደምብ አሻሸሉ,2,2022-12-01,CBE,Google Play
Lot of things missing and doesn't update quickly,2,2022-10-23,CBE,Google Play
Good,2,2022-10-17,CBE,Google Play
Why there is no ussd service for mobile banking.,2,2022-10-08,CBE,Google Play
"Best in every thing but we can't trarnsfer to other banks with RTGS it costs us 50 cent per 100 birr which means 500 birr for 100,000 birr it's not fair to cost us this much. Even Abyssinia bank has RTGS which only cost 25 birr to transfer as much as we want. So, pls update ur system",2,2022-09-10,CBE,Google Play
Exlent app..,2,2022-09-08,CBE,Google Play
"Nice ui, but it fails to update info constantly after the recent update. The transition is not smooth, with 120hz refresh rate its not smooth seems like very old. Need to add more security, whenever someone exits the app and returns from recent tab it just opens, it should have asked to insert pin everytime someone returns back. Fix these things",2,2022-09-04,CBE,Google Play
Can't download or share transaction summary.,2,2022-08-23,CBE,Google Play
The app notification code it's not link phone or email this means if you change phone you can't access your account easily,2,2022-07-02,CBE,Google Play
Most of the times I receive text of my balance the next day.,2,2022-06-30,CBE,Google Play
"it has low security system, it require too much space it dose not diserve",2,2022-06-27,CBE,Google Play
I can't open it when I change phone horror!,2,2022-06-12,CBE,Google Play
It was good until I have many transactions then it started to stack and lagg,2,2022-05-26,CBE,Google Play
Every time it needs to reconfiger by physical presentation. Why online access is not given to the user?,2,2022-05-04,CBE,Google Play
Best bank of Ethiopia good,2,2022-04-19,CBE,Google Play
Difficult to link two accounts,2,2022-04-15,CBE,Google Play
Ridiculous,2,2022-04-14,CBE,Google Play
Deducting 2times the same order starting from march7and 8 it is difficult to use mobile banking,2,2022-03-11,CBE,Google Play
"It is good service, but the service charge is not fair. I prefer to get the service in physical or ATM unless otherwise diffulty case happened.",2,2022-03-02,CBE,Google Play
Can't use the application since two weeks. I am outside Ethiopia but not able to transact. It is a disaster,2,2022-02-25,CBE,Google Play
Scheme of further security is no doubt good,2,2022-02-22,CBE,Google Play
After i update it's very slow and not working good,2,2022-02-18,CBE,Google Play
Good App,2,2022-02-12,CBE,Google Play
"Some buttons get stuck, like the transfer button",2,2022-02-12,CBE,Google Play
"Currently not working, but was a great app!",2,2022-02-11,CBE,Google Play
WI-FI and Mobile data integration is nope! Other updates not worked on Sysy ...,2,2022-02-11,CBE,Google Play
System stopped suddenly from working. Very unreliable system which fails when you need it.,2,2022-02-04,CBE,Google Play
Not working all of a sudden. I do not even know who to call to fix the bug. Disappointed as usual. I believe I need to visit the Branch to get the app fixed. Come on guys! It is not a car we are in 2022 for God sake. .,2,2022-01-13,CBE,Google Play
It was working good from ET and outside the country but after recent update. No more working!,2,2021-12-30,CBE,Google Play
Interesting,2,2021-12-21,CBE,Google Play
Not working properly,2,2021-11-25,CBE,Google Play
It's just fine,2,2021-11-25,CBE,Google Play
It's not showing the second account and takes long on loading,2,2021-11-12,CBE,Google Play
Transcation information available only for a very short period of time. Unstable when used for two accounts. It sometimes doesn't show me my second account.,2,2021-10-24,CBE,Google Play
I looke best application to work in the future,2,2021-10-05,CBE,Google Play
It is good app before but now it's not working properly,2,2021-09-21,CBE,Google Play
"Not able to get transaction list, it has very few options from what other Banks mobile app offer. It needs improvement.",2,2021-09-10,CBE,Google Play
Why it's not found on App Gallery for Huawei users?,2,2021-08-27,CBE,Google Play
"Was so nice, days ago. But since last week I couldn't transfer and use it, properly. Would you forwarded me any option, please ? Thank you!",2,2021-08-23,CBE,Google Play
"The last update is not working properly, please fix the bug fast",2,2021-08-13,CBE,Google Play
very limited option we could see the previous transactions.,2,2021-08-09,CBE,Google Play
"It is not functional after installing error message says ""this device is rooted.you can't use this app."" i think it is not compatible for android 10",2,2021-08-04,CBE,Google Play
አማርኛ ምርጫ ላይ እንግሊዘኛ ቃላት ምን ማለት ነው? አሁን ወራቶች መጠረያ ቃል የለንምና ነው ? ያለንን በትክክል ተጠቀሙበት ቋንቋ መግባቢያ እንጂ እውቀት አይደለም!! ስለዚህ አትቀላቅሉ? ሬት አፕ ምን ማለት ነው? ሁለተኛው አስተያየት ያለኝ መተግበርያው ብዙ የሚጎድሉት ነገሮች አሉት። ምሳሌ የሚስጥር ቁጥር አገባቡ ቀላል ነው። ብር ማስተላለፍ ድጋሚ የተለየ ቁጥርና ቢኖረውና ይህም ተቀያያሪ ቢሆን ብዙ አለ ። ለማንኛውም እስኪ አንድ የኮርያ ባንክ ልጠቁምና እዩት። keb hana bank ከዚህ ብዙ ትማራላችው ብዬ አስባለው።,2,2021-07-30,CBE,Google Play
It works only on WiFi,2,2021-06-27,CBE,Google Play
No account balance shown,2,2021-06-25,CBE,Google Play
"In the home menu, the updated date of balance is not shown. Moreover, the recent account does not show the withdrawal cash amount.",2,2021-06-04,CBE,Google Play
The UI sucks it needs improvement Didnt expect this from a bank as big as this,2,2021-05-30,CBE,Google Play
I cant use this app cos it stops syncing after I update the app.,2,2021-05-26,CBE,Google Play
I have been using it for the last three years and was working perfectly but since this week cannot even show my balance and unable to make payment. Please try to fix it.,2,2021-04-29,CBE,Google Play
I can not activate and it can not syncronized,2,2021-02-28,CBE,Google Play
It keeps repeating transfer and makes you lose your money it has done that multiple times,2,2021-02-11,CBE,Google Play
I like the new interface but gave me headache!! Most of the time it fails to sync.,2,2021-02-06,CBE,Google Play
Please it needs to be updated or do some improvement The previous version was very good as compared to this one . with this app I can't make any payment . When I try to send payment it always says You have exceeded your weekly number of transaction!!,2,2021-02-04,CBE,Google Play
Its not working properly .it say (syn error ),2,2021-02-03,CBE,Google Play
Easy to use but all new customers forced to download this app bc shared app doest work on other phone,2,2021-01-16,CBE,Google Play
App doesn't work most of the time and refreshing the updates it takes more time,2,2021-01-13,CBE,Google Play
I respect your transparency,2,2021-01-06,CBE,Google Play
It was working perfectly until it stopped displaying my balance.,2,2021-01-02,CBE,Google Play
"The previous version is much better than this one. I used it for more than six years without any problem. But now I'm having a serious trouble with the updated app. I don't know why it takes him forever to refresh and load the home page once you sign in. And if it fails to load, it never recovers. I only see some UI changes. Really disappointed",2,2021-01-01,CBE,Google Play
"It is not working,not syncing,not perfectly updated",2,2020-12-09,CBE,Google Play
It's not working it only updates I can't even see my balance,2,2020-12-02,CBE,Google Play
App is Not working from last update.,2,2020-11-20,CBE,Google Play
No eady way to check balance after deposit or withdrawal.,2,2020-11-19,CBE,Google Play
This app is not dependable and it fail to sync often. By far the sms version is better. Please try to solve it soon.,2,2020-11-07,CBE,Google Play
Stop working after 2 days of installation,2,2020-11-02,CBE,Google Play
በዚህ አፕሊኬሽን ብዙ አካውንት add ማድረግ ቢቻል ጥሩ ነበር‼️,2,2020-10-31,CBE,Google Play
I was able to use the older version with ease. But now it doesn't even open and tells me that it can't be opened on rooted devices. Please fix that.,2,2020-09-17,CBE,Google Play
"I have been using this app for more than a year it came with best version, but now after the last update it's not working well as before. It can't sync, the connection is not working at all. I can't see recent transactions and make any transfer , all the features are not working, I hope you will come with a better update soon.",2,2020-09-12,CBE,Google Play
I have been using the previous version of this app. My android version is 6.0 but unfortunately this new update support android 7.0 or higher. I don't know why you choose to do that. Most famous app here in google play are still support devices starting from version 4.0. considering most of the users to be from Ethiopia I don't think you will target almost all of the customers with the current lowest version support. Please address this issues we are facing.,2,2020-09-11,CBE,Google Play
It asks an authorization key. I can't get it,2,2020-09-10,CBE,Google Play
It asks authorization key I'm cofused with it which is the authorization key,2,2020-09-04,CBE,Google Play
"I have been using this app for almost four years now. In the beginning, it was working fine. Sometime later, it gets difficult to create a connection to my account, and could not manage to make and see transactions on my account. After updating it lately, Jul 2020, I was glad this app came with some user interface improvements, and the connection was quite fast. Not longer than two weeks, the app starts to get stuck, and it cannot even show me the UI properly. As a result, I have a useless app on my cell phone, hoping that [you] will soon come with updates.",2,2020-09-03,CBE,Google Play
The app is good..but where I get authorization key.,2,2020-08-29,CBE,Google Play
This app is good but i cant download on my LG & samsung s6 phone it says 'its not compatible for this devices' so pls fix this problem guys & make the app to compatible for all phones pls pls...thanks.,2,2020-08-27,CBE,Google Play
"The app is not compatible with certain devices. For example, with samsung galaxy note edge.",2,2020-08-25,CBE,Google Play
The application is not user freindly at all,2,2020-08-25,CBE,Google Play
Most of the time it doesn't work,2,2020-08-18,CBE,Google Play
"For starters,the app is by far better than the previous one.It has better graphics,fast synchronization and it's easy to use.But what I don't understand is that first why is it so difficult for you guys to add a ""forgot pin"" link in the login page? Why is it every time a user forgots his/her pin,they had to go to their branch? it's very frustrating and not expected from a banking app of such a giant bank.Secondly,the ""Accounts"" and ""Recents"" sub menus at the bottom have exactly the same features",2,2020-08-02,CBE,Google Play
its not working properly,2,2020-08-01,CBE,Google Play
