review,rating,date,bank,source,sentiment,sentiment_score
Please try to link the updated version.,2,2019-03-19,CBE,Google Play,negative,0.9887638092041016
sms code did not work,2,2019-03-13,CBE,Google Play,negative,0.999776303768158
Please don't release update because after update it says unfortunately stoped! what is wrong?ohhh,2,2019-03-09,CBE,Google Play,negative,0.9996347427368164
update ከሆነ ቡሀላ ባግባቡ አይሰራም በተቻለ መጠን በፍጥነት አስተካክሉት የመጀመሪያው የተሻለ ነበር,2,2019-03-05,CBE,Google Play,negative,0.9298678040504456
Very bad app from the so called largest bank in Ethiopia. It keeps crashing after the new update and the interface is ugly.,2,2019-03-04,CBE,Google Play,negative,0.9998124241828918
it was good app since last update now doesn't work after updating… what happened? please fix the problem ASAP.,2,2019-03-04,CBE,Google Play,positive,0.9718306660652161
this Last update is defective. the app is crashing after I updated it. please do fix it.,2,2019-03-04,CBE,Google Play,negative,0.9997876286506653
It was somehow good but need improvement!,2,2017-08-11,CBE,Google Play,negative,0.9602238535881042
"When transaction are made it displays error and made no entry in the transaction list. When i made the second transaction it deduct twice a very serious bug that should be handled soon, i faced twice in a month. After all it is individual's money you are dealing with.",2,2017-03-19,CBE,Google Play,negative,0.998996913433075
Woooow,2,2016-10-27,CBE,Google Play,positive,0.9561602473258972
Good,2,2016-08-05,CBE,Google Play,positive,0.9998161196708679
Downloaded and I've to go cbe branch ...not any branch.,2,2016-05-04,CBE,Google Play,negative,0.9987789988517761
Very nice,2,2015-02-17,CBE,Google Play,positive,0.9998563528060913
For Samsung S3 it doesn't work properly (isn't compatible ) please fix it.,2,2014-12-19,CBE,Google Play,negative,0.9997259974479675
"no one can ever get it work.  Completely unfinished app. please complete all the path.  it is more useful when it is a whole app.. This is a waste of time. guys, Don't download it.  I like the idea though.",2,2014-11-23,CBE,Google Play,negative,0.9989519119262695
Its good,2,2014-11-16,CBE,Google Play,positive,0.9998385906219482
Help me to get an authorization code as soon as possible please!,2,2014-08-27,CBE,Google Play,negative,0.9519113302230835
"it is very cool app ti me, but unfinished description and guide yet! .",2,2014-03-03,CBE,Google Play,negative,0.7114066481590271
I cannot send to cbebirr app. through this app.,3,2025-06-05,CBE,Google Play,negative,0.9953354001045227
lower system everything,3,2025-05-30,CBE,Google Play,negative,0.9993475079536438
very busy I don't know why... I prefer 889,3,2025-05-22,CBE,Google Play,negative,0.9991938471794128
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,CBE,Google Play,negative,0.9986681938171387
good,3,2025-05-06,CBE,Google Play,positive,0.9998161196708679
verygood,3,2025-05-05,CBE,Google Play,positive,0.9988996982574463
do not work this week,3,2025-04-30,CBE,Google Play,negative,0.9977602958679199
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,CBE,Google Play,negative,0.9861215949058533
because sometimes it doesn't working it load too much,3,2025-04-17,CBE,Google Play,negative,0.9911932349205017
ok,3,2025-04-16,CBE,Google Play,positive,0.9997851252555847
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,CBE,Google Play,negative,0.9985652565956116
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,Google Play,negative,0.9647620320320129
everthing wellbeok,3,2025-04-13,CBE,Google Play,negative,0.7055779695510864
the best app,3,2025-04-12,CBE,Google Play,positive,0.9998469352722168
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play,negative,0.9934490323066711
to slow,3,2025-04-09,CBE,Google Play,negative,0.9994872808456421
bugs,3,2025-04-07,CBE,Google Play,negative,0.9988303780555725
Good!👍,3,2025-04-05,CBE,Google Play,positive,0.9998579025268555
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play,negative,0.9973511695861816
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,CBE,Google Play,negative,0.9570208191871643
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,CBE,Google Play,negative,0.9200406670570374
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,CBE,Google Play,negative,0.8616330027580261
there is some issue the process it delay,3,2025-03-31,CBE,Google Play,negative,0.9957571625709534
interesting,3,2025-03-30,CBE,Google Play,positive,0.9998446702957153
The sum is good.,3,2025-03-30,CBE,Google Play,positive,0.9998589754104614
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,CBE,Google Play,negative,0.9945583343505859
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,CBE,Google Play,negative,0.995722770690918
you must added dark mode options ❗,3,2025-03-25,CBE,Google Play,negative,0.9864996671676636
why did the screen shot stopped ?????,3,2025-03-24,CBE,Google Play,negative,0.9990077614784241
In the lasted update you removed the capability to screenshot transactions.,3,2025-03-21,CBE,Google Play,negative,0.998357355594635
no screenshot and biometrics on this version wtfk?,3,2025-03-21,CBE,Google Play,negative,0.9994788765907288
ረዘም ላለ ግዜ እየተጠቀምኩት ነው ይህን መተግበሪያ ጥሩ ነው ነገር ግን አንዳንድ ችግሮች አሉበት 1ኛ የከፈልኩበትን ደረሰኝ በግዜው ከልወሰድኩ ከሰላሳ ትራንዛክሽን በኅላ መልሼ ከዚህ በፊት የተገበያየውበትን ማግኘት አልችልም ልክ እንደ ሌሎች ባንኮች ምሳሌ (አቢሲኒያ አዋሽ..) ሌላው ብር ለመላክ አስቤ እልካለው ግን አካውንቴ ላይ ለተወሰነ ደቂቃ ከአካውንት ሰይቀንስ ይቆይና ያልገባ መስሎኝ ድጋሜ እልካለው ሁለት ግዜ ሰው ጋ ይገባና ሌላ ችግር ውስጥ መግባት ይህኛው በጣም ትኩረት ሊሰጠው የሚገባ ጉዳይ ነው ሌሎችንም ስህተቶችን ማንሳት ይቻላል ዋናውን ላንሳ ብዬ ነው እንጂ developerሮች በርቱ በየ ግዜው የሚሰጣችሁን feedback ተቀበሉ አሻሽሉት,3,2025-03-20,CBE,Google Play,negative,0.9662055373191833
"what went wrong, I couldn't take a screenshot.",3,2025-03-20,CBE,Google Play,negative,0.9995883107185364
New update version 5.0.9 keeps crashing it needs maintenance,3,2025-03-19,CBE,Google Play,negative,0.9985888600349426
the app has a bug and it keeps crashing 😑 please provide an update and fix the issue thank you....,3,2025-03-17,CBE,Google Play,negative,0.9920021295547485
"The app has brought a new problem. When i open the app, it closes itself then i have to open it again. Please fix this issue if it's your problem",3,2025-03-14,CBE,Google Play,negative,0.9992368221282959
Good app,3,2025-03-10,CBE,Google Play,positive,0.9998493194580078
It is good for many aspect. If I can get transactions report with time duration(periodically),3,2025-03-07,CBE,Google Play,positive,0.9993143081665039
good,3,2025-03-02,CBE,Google Play,positive,0.9998161196708679
It is good but i can not install the app why? And the other one is it is better to show the earliest transactions for instanse before 30 days ago,3,2025-02-27,CBE,Google Play,negative,0.9948434829711914
Sometimes it does not.work,3,2025-02-27,CBE,Google Play,negative,0.9903799295425415
"I have been using the App since it is first released and it has been nice, but the latest Update are very worse the app crashes frequently and drains battery highly.",3,2025-02-27,CBE,Google Play,negative,0.9996823072433472
FIX THE BUG! so frustrating,3,2025-02-25,CBE,Google Play,negative,0.9993608593940735
Guys after the last update it's crushing a lot like alot look in to it,3,2025-02-22,CBE,Google Play,positive,0.9512681365013123
It have a bug it keeps shut down when I open the app. Without any notification. Please fix the bug.,3,2025-02-22,CBE,Google Play,negative,0.9995484948158264
utilizes too much power & Crashes often,3,2025-02-20,CBE,Google Play,negative,0.9769358038902283
Wow,3,2025-02-19,CBE,Google Play,positive,0.999592125415802
ዋውነው,3,2025-02-17,CBE,Google Play,negative,0.6970565915107727
Nice app,3,2025-02-17,CBE,Google Play,positive,0.9998061060905457
Very good 😊,3,2025-02-14,CBE,Google Play,positive,0.999870777130127
It is not functioning most of the time,3,2025-02-13,CBE,Google Play,negative,0.9997466206550598
It sends unwanted welcome notification every time you login. There is no way that you can disable this.,3,2025-02-13,CBE,Google Play,negative,0.9949735403060913
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave you 3,3,2025-02-10,CBE,Google Play,negative,0.9931367635726929
I use this app all the time on my business but sometimes it is difficult to use in rural areas. because there is not enough network. so what if you prepared it for the public to use offline?,3,2025-02-09,CBE,Google Play,negative,0.999372661113739
Is not useful,3,2025-02-08,CBE,Google Play,negative,0.9997987151145935
Like,3,2025-02-08,CBE,Google Play,positive,0.9910564422607422
Good,3,2025-02-07,CBE,Google Play,positive,0.9998161196708679
አፕሊኬሽኑ ብዙ ግዜ ወደኋላ ይመልሳል,3,2025-02-07,CBE,Google Play,negative,0.8832131028175354
App keeps on crashing after the latest update. Failures are frequent.,3,2025-02-05,CBE,Google Play,negative,0.9993783235549927
Best service,3,2025-02-05,CBE,Google Play,positive,0.999809205532074
ሰሞኑን እያሰቸገረ ነው እንጂ ቀላል እና ፈጣን,3,2025-02-04,CBE,Google Play,negative,0.9200406670570374
"I updated to the new version a while ago and it keeps crashing, maybe you can fix it.",3,2025-02-02,CBE,Google Play,negative,0.9964019060134888
"Something is wrong with the new update,it keep closing itself and i couldn't made an important transaction.",3,2025-01-30,CBE,Google Play,negative,0.9995330572128296
Good,3,2025-01-28,CBE,Google Play,positive,0.9998161196708679
Correct your order of incoming and outgoing birr,3,2025-01-27,CBE,Google Play,negative,0.8908084034919739
"After a recent update, this app stopped working with a message "" the developer turned off advanced ... etc.",3,2025-01-23,CBE,Google Play,negative,0.9997231364250183
የራሱ የሆነ ኪቦርድ ቢኖረው _ እና ትራንዛክሽን ሂስትሪው ቢስተካከል እና ገቢ እና ወጪ ላይ ቀኑን አስከነ ሰአቱ በስነ ስርአቱ ቢያስቀምጥ አሪፍ ይመስለኛል,3,2025-01-10,CBE,Google Play,negative,0.9668055176734924
EMAMU WUBETUDERESE,3,2025-01-09,CBE,Google Play,positive,0.5088635683059692
It nice but some connection limitation,3,2025-01-08,CBE,Google Play,negative,0.8407271504402161
👍👍👍👍 👍👍👍👍,3,2025-01-08,CBE,Google Play,negative,0.7850590348243713
3 year,3,2025-01-03,CBE,Google Play,positive,0.9850422739982605
"The recent update automatically turns the developers option on, and when one starts the app, a message pops up saying the app does not work with the developers option on. So, one has to go to the settings and manually turn the developers option off. Otherwise the app doesn't work.",3,2025-01-01,CBE,Google Play,negative,0.9997578263282776
Good very,3,2024-12-31,CBE,Google Play,positive,0.9998435974121094
Sales person,3,2024-12-31,CBE,Google Play,positive,0.9952869415283203
"The review page keeps loading, and even sync is completed. The history page always shows old/unknown transactions. ...... Edited: I guess the loading page means it expires and needs to go to the nearest bank and ask for an extension for another 3 years. Upgrade to 3 stars .",3,2024-12-30,CBE,Google Play,negative,0.993030846118927
Good,3,2024-12-29,CBE,Google Play,positive,0.9998161196708679
App Baayyee Bareedaadha.,3,2024-12-20,CBE,Google Play,negative,0.9816723465919495
It stuck many time i can't transfer my own money the time i need it must be update but if the stucking prevent it is great app,3,2024-12-18,CBE,Google Play,negative,0.5207242965698242
Best sistms,3,2024-12-17,CBE,Google Play,positive,0.9995149374008179
Tegehegn sayile,3,2024-12-13,CBE,Google Play,positive,0.7403296828269958
SUBSCRAYB,3,2024-12-12,CBE,Google Play,positive,0.517869234085083
It's good but it is very busy occasionally.,3,2024-12-12,CBE,Google Play,negative,0.8259991407394409
Good,3,2024-11-29,CBE,Google Play,positive,0.9998161196708679
Gugu gaga,3,2024-11-26,CBE,Google Play,positive,0.5673118829727173
It used to work fine but nowadays if u try to use it after midnight it doesn't always work either with Wi-Fi or data and sometimes we gotta pay things before the dead line and boom it doesn't work,3,2024-11-20,CBE,Google Play,negative,0.999744713306427
I like this app. It is very helpfull. The draw back is it doesn't order transactions accordingly and it stops responding without any notification.,3,2024-11-16,CBE,Google Play,positive,0.9578426480293274
It was good because of its wide area usage possibility but has so many problem with transaction daily information and availability duration,3,2024-10-15,CBE,Google Play,negative,0.9924762845039368
I need money,3,2024-10-13,CBE,Google Play,negative,0.9991008043289185
"Please bring back the reason of transfer/reference format on the receipt. Pls pls, for those of us who have multiple transactions,it's very important to trace the receipts by looking at the references.",3,2024-10-13,CBE,Google Play,negative,0.8823046088218689
Wow Ethio Tele 🤯🤣🤣🤣🤣,3,2024-10-11,CBE,Google Play,positive,0.9984460473060608
There is problem on application to transfer money and adjust please.,3,2024-10-04,CBE,Google Play,negative,0.9979314804077148
Its very good application specialy with 4G Network Conection. However The Service Payment is Expensive. Do It Please Justified With Our Economy Label,3,2024-10-03,CBE,Google Play,negative,0.9837250113487244
It is an interesting app,3,2024-09-24,CBE,Google Play,positive,0.999748170375824
Yes we can,3,2024-09-21,CBE,Google Play,positive,0.9997782111167908
"it is good app . but i had some essue's lately, they app don't show Transaction history properly in order of date of withdrawal . You should fix that in the next Update.",3,2024-09-14,CBE,Google Play,negative,0.996747612953186
"I really like this app as it is being updated from time to time and includes multiple payment options. In particular, giving a receipt makes it even more preferable. However, when it is refreshed, it does not show the history of credit and deposit in order and, I am of the opinion that it is better if the recent history is fixed respectively according to the transaction date in the future because there is a problem of confusion.",3,2024-09-12,CBE,Google Play,negative,0.9586426019668579
Easy and safe to use,3,2024-09-10,CBE,Google Play,positive,0.9997230172157288
"it's not best like abyssinya mobile bank. This not show the transaction and didn't get notification , SMS text.",3,2024-09-09,CBE,Google Play,negative,0.9980388283729553
It is a good app overall but you need to improve some features like the recent transactions section which doesn't accurately show recent transactions.,3,2024-09-07,CBE,Google Play,negative,0.992108166217804
"It need some listed improvements below. 1. Try to desplay at lst one month transaction 2. Try to solve weekend transaction display error 3. ""Failed"" message after few processing",3,2024-09-07,CBE,Google Play,negative,0.9996285438537598
It donsnt show the new amount after there is a deposit,3,2024-09-04,CBE,Google Play,negative,0.9781151413917542
SUBSCRAIB,3,2024-09-01,CBE,Google Play,negative,0.940843403339386
"App needs lots of updates to accomodate more demographic for Ethiopians leaving overseas. - Ability to use user name and password to use the application. People leaving over seas if they lose their phone, they can't have access to the application again unless u got to Ethiopia and activated it on the new phone! That's rediocoulus. - This application seems like it's a transfer application, not a bank application. I should be able to do more things such as viewing bank statements and more....",3,2024-08-21,CBE,Google Play,negative,0.9988054037094116
It is good application,3,2024-08-17,CBE,Google Play,positive,0.9998681545257568
Good,3,2024-08-09,CBE,Google Play,positive,0.9998161196708679
Ok Bankii daladalaa Itoophayaa Anii noor mobile banking barbadaa,3,2024-08-06,CBE,Google Play,negative,0.9832399487495422
Good 👍,3,2024-08-06,CBE,Google Play,positive,0.9998576641082764
amezing app!!,3,2024-08-03,CBE,Google Play,positive,0.9965015649795532
Hamza kamal and,3,2024-07-31,CBE,Google Play,positive,0.9643778800964355
👍,3,2024-07-30,CBE,Google Play,negative,0.6970565915107727
Very very limited service,3,2024-07-28,CBE,Google Play,negative,0.9995602965354919
"Make it like telebirr, internet service fee free",3,2024-07-28,CBE,Google Play,positive,0.8337734341621399
አረ ወጪ ገቢዬን በስርአት አሳዪኝ 🙏🙏🙏 ሂሳቦች ብሎ የሚያመጣው የተዘበራረቀ,3,2024-07-12,CBE,Google Play,negative,0.9366679191589355
could not see balance and account to account t not working,3,2024-07-06,CBE,Google Play,negative,0.9993937015533447
Sometimes delayed,3,2024-07-03,CBE,Google Play,negative,0.9903796911239624
Good,3,2024-07-03,CBE,Google Play,positive,0.9998161196708679
Wow,3,2024-07-02,CBE,Google Play,positive,0.999592125415802
Very nice app i never seen such flexible,3,2024-07-02,CBE,Google Play,positive,0.9997349381446838
It's essentially for an easy life.,3,2024-07-01,CBE,Google Play,positive,0.9488911628723145
"The app is very nice to use but why you guys are cutting 10birr for each transaction to telebirr? Please, consider all market segments, there are students and labour workers. We all are not that rich 10birr+ service fee to be cut. CBE please, consider these thing.",3,2024-06-25,CBE,Google Play,negative,0.995618462562561
I didn't like the topup system writings of phone number part,3,2024-06-24,CBE,Google Play,negative,0.9981499910354614
"Improve the transaction history it misleading when you don't update the transaction correctly, and make it record the monthly Fee that deducted from our account, at this point the messages are more reliable",3,2024-06-08,CBE,Google Play,negative,0.9905937910079956
This so good! But some time it's not work.!,3,2024-06-08,CBE,Google Play,negative,0.9912421703338623
Something else to eat it,3,2024-05-30,CBE,Google Play,positive,0.9977501034736633
"It is nice app, but I couldn't see back transactions, it is restricted for recent transactions only.",3,2024-05-19,CBE,Google Play,negative,0.9567430019378662
"The app is functional with some failures, need much work on the user experience.",3,2024-05-19,CBE,Google Play,negative,0.9973728656768799
Good,3,2024-05-09,CBE,Google Play,positive,0.9998161196708679
When pressing the download screen shot it downloads it two times please fix it,3,2024-05-08,CBE,Google Play,negative,0.9749733209609985
Very good 😊 but it have errors,3,2024-05-05,CBE,Google Play,negative,0.9758657217025757
Good,3,2024-04-30,CBE,Google Play,positive,0.9998161196708679
"- It is best application , but you have to integret the tele- birr service to any mobile service number by titening the security tunnels rather than own mobile service number only",3,2024-04-29,CBE,Google Play,negative,0.9982616305351257
It's very nice app,3,2024-04-26,CBE,Google Play,positive,0.9998631477355957
Andegna new,3,2024-04-24,CBE,Google Play,positive,0.9478287100791931
good app,3,2024-04-20,CBE,Google Play,positive,0.9998493194580078
Very nice work,3,2024-04-19,CBE,Google Play,positive,0.9998642206192017
CBE NOOR,3,2024-04-10,CBE,Google Play,positive,0.9799768924713135
"It's good, but not too much",3,2024-04-09,CBE,Google Play,negative,0.901917576789856
Smoth and fast,3,2024-04-07,CBE,Google Play,negative,0.7229215502738953
Its good but it dosnt show updated statment,3,2024-04-05,CBE,Google Play,positive,0.9813015460968018
"If you make 2 transfers with the same amount, it will ask to verify, but no option to do so.",3,2024-04-01,CBE,Google Play,negative,0.9975554347038269
ምንም ነገር እየሰራልን አይደለም ችግራችሁ ከመሰለፍ ገላገለን ብለን ሳንጨርስ ሊሰራልን አልቻለም እባካችሁን ሲስተማችሁን አስተካክሉልን,3,2024-03-31,CBE,Google Play,negative,0.9528433680534363
"Nice app. But i know woman who got robbed her phone and they tranfered all money that she got because they got her password from her phone. Please do not save the password localy in the phone. Make a post request to validate the password or use oauth methods. That is much safer you can look at apps like paypal,payooneer ...",3,2024-03-26,CBE,Google Play,negative,0.9966602325439453
Good,3,2024-03-21,CBE,Google Play,positive,0.9998161196708679
ጓግል,3,2024-03-21,CBE,Google Play,negative,0.6970565915107727
It's Well !!,3,2024-03-14,CBE,Google Play,positive,0.9998515844345093
Good,3,2024-03-12,CBE,Google Play,positive,0.9998161196708679
Update,3,2024-03-11,CBE,Google Play,positive,0.9908272624015808
Add statement request through email and others.,3,2024-03-10,CBE,Google Play,negative,0.9670511484146118
"Sometimes it brings a contradicting notifications. First I saw an internet poll form. After I filled it, another message comes that advises users not fill any forms sent or bank did not send such documents. Sometimes the app gets stack without any prior notices. It happened quite numerical times with me. Otherwise great app. I think a followup maintenance and improvements needed",3,2024-03-09,CBE,Google Play,negative,0.8952958583831787
It's the best app but it doesn't respond quickly,3,2024-03-09,CBE,Google Play,negative,0.9877771735191345
The best app.,3,2024-03-08,CBE,Google Play,positive,0.9998536109924316
The app has good flexibility for day to day activities and stuff but it takes unessential amount of money for no valid reason which is very disappointing,3,2024-03-06,CBE,Google Play,negative,0.9993488192558289
"Very nice, but requires paid network.",3,2024-03-04,CBE,Google Play,negative,0.8431806564331055
This app is good but the only difficulty with the app is it needs high speed network which makes it challenging to access it in some places,3,2024-03-01,CBE,Google Play,negative,0.9859204888343811
have network issue its just rotate,3,2024-02-28,CBE,Google Play,negative,0.9870569109916687
Nice business 😜,3,2024-02-26,CBE,Google Play,positive,0.9998316764831543
It would be nice to have an offline option.,3,2024-02-26,CBE,Google Play,negative,0.9062641859054565
It simple to use but sometimes doesn't work,3,2024-02-25,CBE,Google Play,negative,0.999349057674408
It is great app,3,2024-02-24,CBE,Google Play,positive,0.9998583793640137
Fast and good app🙏,3,2024-02-24,CBE,Google Play,positive,0.999880313873291
It is busy more time why is it?,3,2024-02-23,CBE,Google Play,negative,0.999244213104248
Nice app keep it up,3,2024-02-23,CBE,Google Play,positive,0.9998499155044556
Unable to connect server eyale nw eskahun alkefetem,3,2024-02-22,CBE,Google Play,negative,0.9996672868728638
Good app,3,2024-02-21,CBE,Google Play,positive,0.9998493194580078
"Good, but we expect more from you... (Please add fingerprint) like cbebirr",3,2024-02-21,CBE,Google Play,positive,0.9233333468437195
Good but sometimes it has network glitch,3,2024-02-21,CBE,Google Play,negative,0.9847670197486877
need more work.,3,2024-02-20,CBE,Google Play,negative,0.9982244372367859
Jibrili jamal musaa,3,2024-02-20,CBE,Google Play,negative,0.8282859921455383
"This is quite good than before, and well updated, specifically reciept after transaction is well organized. But still, the statement is limited. Work on this how to link with our email to control transactions.",3,2024-02-19,CBE,Google Play,negative,0.9449955224990845
All transactions history has to be shown .,3,2024-02-19,CBE,Google Play,negative,0.9780997633934021
Why my app speed quality is low,3,2024-02-18,CBE,Google Play,negative,0.9997453093528748
Not that much,3,2024-02-17,CBE,Google Play,negative,0.9996957778930664
It's a quiet good and smoothly accessible app which allows users to transfer and deposit but it would have been very great if there was a chance for topping up or Adding balance to your account.,3,2024-02-16,CBE,Google Play,positive,0.9987009763717651
Nice app but the transaction history is not accurate and it doesn't sync at times.,3,2024-02-16,CBE,Google Play,negative,0.9993508458137512
its fast & good app so 10q,3,2024-02-15,CBE,Google Play,positive,0.9984733462333679
"Trasaction Reports are not full, the list only shows the last 10 transactions, I need to see every transaction I made , and make a contact us page on your app too, other than that it's a good app",3,2024-02-14,CBE,Google Play,negative,0.9892452955245972
Very slow,3,2024-02-14,CBE,Google Play,negative,0.9997065663337708
good,3,2024-02-14,CBE,Google Play,positive,0.9998161196708679
Best app,3,2024-02-13,CBE,Google Play,positive,0.999686598777771
That's so wonderful and secure,3,2024-02-13,CBE,Google Play,positive,0.9998791217803955
"The latest update is creating a lot of problems. For instance, I had to reopen the app like 10 times to fix the ""NetWork error"" issue.",3,2024-02-13,CBE,Google Play,negative,0.9995371103286743
Fine,3,2024-02-13,CBE,Google Play,positive,0.9998335838317871
It's nice app but some times it's not tell us the right balance specially on Saturday and Sunday,3,2024-02-13,CBE,Google Play,negative,0.9964755177497864
"It's very good app and It's best than any banks app. but the only problem I got is the financial status display is limited, it's shows very few transactions",3,2024-02-12,CBE,Google Play,negative,0.9479436874389648
It has limitation yet improve,3,2024-02-12,CBE,Google Play,negative,0.7643882632255554
It just keeps getting worse. You no longer have the frequently sent accounts log which was the best feature of this app.,3,2024-02-12,CBE,Google Play,negative,0.9991925358772278
Good,3,2024-02-12,CBE,Google Play,positive,0.9998161196708679
What's new in the latest update? Is it an in-app notification that cannot be opened?,3,2024-02-11,CBE,Google Play,negative,0.99964439868927
Good,3,2024-02-11,CBE,Google Play,positive,0.9998161196708679
"After I installed the app, when I tried to send money before, it would bring me the people I sent, but now this thing is gone, so why is the suggestion left? Other than that, it is a great application that is easy to use and accessible",3,2024-02-11,CBE,Google Play,positive,0.9151144623756409
"It says ""Network error!"" after update @feb 11, 24",3,2024-02-11,CBE,Google Play,negative,0.9997256398200989
I dont think so,3,2024-02-07,CBE,Google Play,negative,0.9905399084091187
Wow,3,2024-02-06,CBE,Google Play,positive,0.999592125415802
Garidh,3,2024-02-06,CBE,Google Play,negative,0.8019169569015503
It has very good function.the challenge with it is : it asks a varification key every time you install even for same device.,3,2024-02-01,CBE,Google Play,positive,0.9989655017852783
Abreham tsgaye,3,2024-01-29,CBE,Google Play,positive,0.9458283185958862
Very good and simple for use,3,2024-01-25,CBE,Google Play,positive,0.9998711347579956
Good app,3,2024-01-16,CBE,Google Play,positive,0.9998493194580078
I can not use the app after I reinstall it while I am abroad. It requested me to get security key from nearedt CBE branch. There is no CBE branch overseas. Due to this reason I can not acess my acount using the app!!! CBE should resolve this for diaspora customers.,3,2024-01-11,CBE,Google Play,negative,0.9932500123977661
"It was better if it showed at least the last 20 transactions, and one good thing is you can search people from history by their name.",3,2024-01-11,CBE,Google Play,negative,0.9986893534660339
cool app,3,2024-01-01,CBE,Google Play,positive,0.999824583530426
The home page is bad,3,2023-12-30,CBE,Google Play,negative,0.9998125433921814
It is very good up and it is to transfer money and pay for other things,3,2023-12-28,CBE,Google Play,positive,0.9998540878295898
The app close automatically when trying to request ATM replacement,3,2023-12-27,CBE,Google Play,negative,0.9949482679367065
Unrealeble in many ways; double payment more than 5 times; frequent interruptions; and don't produce receipt more often. CBE - pls come up with a better version as we move more and more to e-payement.,3,2023-12-27,CBE,Google Play,negative,0.9987244009971619
"The update made on the app. each time is good .but the recently added ""standing instruction ""menu doesnt contain a reverse/deletion mechanism if one wants to stop it.",3,2023-12-27,CBE,Google Play,negative,0.9809027910232544
Overall good but there are times when it does not sync,3,2023-12-25,CBE,Google Play,negative,0.8878640532493591
Not goof,3,2023-12-24,CBE,Google Play,positive,0.9890618920326233
good app,3,2023-12-19,CBE,Google Play,positive,0.9998493194580078
good,3,2023-12-13,CBE,Google Play,positive,0.9998161196708679
Yes we Love this prowsser,3,2023-12-11,CBE,Google Play,positive,0.9998531341552734
Very useful but after update it's not working properly also transaction history don't display Cleary so pls fix these two things,3,2023-12-03,CBE,Google Play,negative,0.9991331696510315
ጥሩነውለግዜውብቻእንዳይሆንእንጂ,3,2023-12-01,CBE,Google Play,negative,0.6970565915107727
በጣም ሀሪፍ እና ምቹ ነው ግን Recenet transaction አያሳይም .. ከድርጅት ጋር ለምንሰራ ሰዎች ደረሰኝ ያስፈልገናል ። ቶሎ መፍትሔ ቢያገኝ እና ቢስተካከል ጥሩ ነው,3,2023-11-26,CBE,Google Play,negative,0.8213751912117004
Fails bu tcharges. Bad App,3,2023-11-25,CBE,Google Play,negative,0.9997557997703552
Great application. But when it opened after Minimization it doesn't ask for pin. I mean it directly opens which is not safe. Anyone who has the phone can transfer or do other activities. please Update the app in to new level.,3,2023-11-21,CBE,Google Play,negative,0.9963681697845459
Best to be Best as your Age of Surveillance Old.,3,2023-11-20,CBE,Google Play,negative,0.9969603419303894
Nayis,3,2023-11-19,CBE,Google Play,negative,0.9524695873260498
"The app was working properly, but in the last two days, it showed not available while I am in a good network area with both wifi or data. Please fix it. With regards",3,2023-11-19,CBE,Google Play,negative,0.9993950128555298
GOOD NOT BAD SOME TIMS NATWORK PROBLEM,3,2023-11-14,CBE,Google Play,positive,0.9966649413108826
I can't update the app on my mobile,3,2023-11-14,CBE,Google Play,negative,0.9921918511390686
i assume for user this apps are well.,3,2023-11-14,CBE,Google Play,positive,0.9937208890914917
Zenzelima,3,2023-11-11,CBE,Google Play,positive,0.991061806678772
Improvements needed on areas: 1- to enable creating multiple accounts within the same CBE app 2- to have an access to multiple accounts with one ID number 3- maximise transaction pages for better references 4- increase security options from sms to email address,3,2023-11-01,CBE,Google Play,positive,0.7961632013320923
"Great app, but it lacks a lot of features....",3,2023-10-31,CBE,Google Play,negative,0.9990283250808716
"The app is helpfull. But it has issues on weekends, sunday. It not syncing updates and complete transaction.",3,2023-10-29,CBE,Google Play,negative,0.9985235333442688
"I'm actually forced to review this app again, it used to work fine on any network but after the last update it doesn't work on a wifi network, what if i don't have a data on my sim card and i needed an urgent transaction be made, it really makes me angry that you guys would update it to this dictatorship, please fix this",3,2023-10-26,CBE,Google Play,negative,0.9994156360626221
Good,3,2023-10-24,CBE,Google Play,positive,0.9998161196708679
connection proble,3,2023-10-24,CBE,Google Play,positive,0.9971500039100647
