review,rating,date,bank,source,sentiment,sentiment_score,clean_review,themes
ok,2,2025-04-19,CBE,Google Play,positive,0.9997851252555848,ok,other
"slow, only one account is used",2,2025-04-19,CBE,Google Play,negative,0.9997527003288268,slow account,performance
easy and reliable,2,2025-04-08,CBE,Google Play,positive,0.9998584985733032,easy reliable,UX
Genat biru,2,2025-04-06,CBE,Google Play,negative,0.966159999370575,genat biru,other
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,Google Play,negative,0.9967620372772216,need copy thing bank app like,other
isin ga'a,2,2025-04-02,CBE,Google Play,positive,0.7607281804084778,isin,other
why why u remove screen shoot😡😡,2,2025-03-26,CBE,Google Play,negative,0.9993287324905396,u remove screen shoot,other
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,CBE,Google Play,negative,0.9997902512550354,bug app keep crashi ng update file get bad,performance
Screenshot or slip not working,2,2025-03-22,CBE,Google Play,negative,0.9997146725654602,screenshot slip work,other
as if the update of march 19 i can't take a screenshot in the app. i can just save it as file and that is so annoying. i used to save all screenshot in my gallery in one folder now with the extra steps added i have to save the file go to file and then screenshot it. the solution is to allow the screenshot to be save in to gallery automatically. i wish you give this review attention and resolve the issue shortly.,2,2025-03-19,CBE,Google Play,negative,0.9995331764221193,update march screenshot app save file annoying save screenshot gallery folder extra step add save file file screenshot solution allow screenshot save gallery automatically wish review attention resolve issue shortly,other
በጣም ጥሩ አፕልኬሽን ነው,2,2025-03-14,CBE,Google Play,negative,0.8616330027580261,በጣም ጥሩ አፕልኬሽን ነው,other
"We need this app to work properly, and it looks like an outdated",2,2025-03-03,CBE,Google Play,negative,0.9998142123222352,need app work properly look like outdated,other
I phone app is not working,2,2025-03-01,CBE,Google Play,negative,0.9997590184211732,phone app work,other
Bad security 🔓,2,2025-02-28,CBE,Google Play,negative,0.9994636178016664,bad security,other
Recently it is not working please check it,2,2025-02-26,CBE,Google Play,negative,0.9990835189819336,recently work check,other
"The app is full of bugs here and there, perhaps it's from the backend side idk. For instance the transaction history you see on top is one made a couple of months ago and you have to refresh until you reach the top. it's just so bizarre. And you can't even search for a transaction you made. Someone with a lot of transactions will find it annoying. Even simple things like localising dates to Amharic dates are now correctly implemented.",2,2025-02-25,CBE,Google Play,negative,0.9962574243545532,app bug backend idk instance transaction history couple month ago refresh reach bizarre search transaction lot transaction find annoying simple thing like localise date amharic date correctly implement,other
When I open the app it turns off keep says (app has a bug ) the app needs update,2,2025-02-21,CBE,Google Play,negative,0.9987732768058776,open app turn say app bug app need update,other
"Its not bad, but there are plenty of errors .",2,2025-02-17,CBE,Google Play,negative,0.99788099527359,bad plenty error,other
Very buggy!,2,2025-02-14,CBE,Google Play,negative,0.9886261820793152,buggy,other
It's not bad 👍,2,2025-02-10,CBE,Google Play,positive,0.9996799230575562,bad,other
"Add customer service please other than calling 951. Why would you have a mobile app but not an online text-based customer service? Why? Disappointing And I will never use the top-up feature again, I have been trying to recharge my safaricom balance but your app would say time out and then credit my account but never recharge my balance, why? Where is my money? Do you expect me to call 951 at midnight?",2,2025-02-08,CBE,Google Play,negative,0.9992187023162842,add customer service call mobile app online text base customer service disappointing use feature try recharge safaricom balance app time credit account recharge balance money expect midnight,support
It crashes frequently,2,2025-02-07,CBE,Google Play,negative,0.9993256330490112,crash frequently,performance
Its good but we need an option of choosing a specific period to get a historique of transactions. For example when i want to check my previous transactions i only get few transactions. Thank you.,2,2025-01-30,CBE,Google Play,positive,0.8520461320877075,good need option choose specific period historique transaction example want check previous transaction transaction thank,other
Updating the app is must everytime they release it even to reload the transaction.,2,2025-01-29,CBE,Google Play,negative,0.9953692555427552,update app everytime release reload transaction,other
Bahilu ketema,2,2025-01-29,CBE,Google Play,negative,0.9338395595550536,bahilu ketema,other
😔,2,2025-01-28,CBE,Google Play,negative,0.6970565915107727,,other
"Does""nt give you a list of beneficieries.",2,2025-01-27,CBE,Google Play,positive,0.9234074354171752,list beneficierie,other
"trasaction history needs to be more,",2,2025-01-27,CBE,Google Play,negative,0.99702125787735,trasaction history need,other
Woow app,2,2025-01-25,CBE,Google Play,negative,0.98646742105484,woow app,other
"Why on earth is CBE telling me to turn off developer mode? As the name clearly states, it's for developers, not for CBE to dictate. There are countless financial apps out there that work just fine without demanding such an unnecessary restriction. If your app can’t handle developer mode, that’s a you problem. Fix your code instead of disabling features that have absolutely nothing to do with you.",2,2025-01-25,CBE,Google Play,negative,0.5818902850151062,earth cbe tell turn developer mode clearly state developer cbe dictate countless financial app work fine demand unnecessary restriction app handle developer mode problem fix code instead disable feature absolutely,other
It keeps asking for an update recursively since the last update. What is going on??,2,2025-01-25,CBE,Google Play,negative,0.998496413230896,keep ask update recursively update go,other
The qr code scans must be backed to see the transfer is done and to use it easily,2,2025-01-25,CBE,Google Play,negative,0.9893652200698853,qr code scan back transfer use easily,features
"the ""developer mode"" need to be fixed, it sucks",2,2025-01-25,CBE,Google Play,negative,0.9996726512908936,developer mode need fix suck,other
"I have been accessing my CBE from abroad very easily without problems .Good job, guy.",2,2025-01-22,CBE,Google Play,positive,0.999575674533844,access cbe abroad easily problem job guy,other
"Money transfer options is not giving correct input, and there is no way of knowing whether the money was successfully transferred.",2,2025-01-16,CBE,Google Play,negative,0.9997788071632384,money transfer option give correct input way know money successfully transfer,features
Please add mini statement,2,2025-01-15,CBE,Google Play,positive,0.9677758812904358,add mini statement,other
Taliyemuxumid mahamuud,2,2025-01-15,CBE,Google Play,negative,0.7884628772735596,taliyemuxumid mahamuud,other
aqf WWE the ga,2,2025-01-09,CBE,Google Play,negative,0.7552674412727356,aqf wwe ga,other
"Good cbe app but it frequently need update , after you update you will go to the Bank officer for verification . But my question is why not verify own self .",2,2025-01-09,CBE,Google Play,negative,0.9766367077827454,good cbe app frequently need update update bank officer verification question verify self,other
"First this app was pretty good and well connection while transferring money, but now there's no such a worst mob app ever while transferring money it corrupts due to the network and took the amount of money you were transferring from your account then after seconds interruptions it's shows that the money is transferred (this case happens especially to telebirrr wallet) then after you report the issue to the CBE customer service they refund your money to your CBE account after 3-5 days.",2,2025-01-09,CBE,Google Play,negative,0.9965466856956482,app pretty good connection transfer money bad mob app transfer money corrupt network take money transfer account second interruption show money transfer case happen especially telebirrr wallet report issue cbe customer service refund money cbe account day,"support, features"
Open,2,2025-01-06,CBE,Google Play,positive,0.9997945427894592,open,other
I don't understand the reason why this app asks me to turn off my developer options whenever I try to log into the app 🙄 This issue immediately needs to be fixed. Why would I sacrifice my phone's performance to use only this app? It's ridiculous 😒,2,2025-01-06,CBE,Google Play,negative,0.9996905326843262,understand reason app ask turn developer option try log app issue immediately need fix sacrifice phone performance use app ridiculous,other
"The banks logo, the hidden accounts data are not seen. It is saying it saying unconnected and hence does not sync.",2,2025-01-05,CBE,Google Play,negative,0.9996697902679444,bank logo hidden account datum see say say unconnected sync,other
"Very slagish to operate, needs upgraded.",2,2025-01-05,CBE,Google Play,negative,0.9978467226028442,slagish operate need upgrade,other
It nice apps,2,2025-01-04,CBE,Google Play,positive,0.99986469745636,nice app,other
Developer option,2,2025-01-03,CBE,Google Play,positive,0.9724228978157043,developer option,other
Sand me naw,2,2025-01-03,CBE,Google Play,negative,0.997702658176422,sand naw,other
good,2,2025-01-01,CBE,Google Play,positive,0.999816119670868,good,other
Update,2,2025-01-01,CBE,Google Play,positive,0.9908272624015808,update,other
Very useful app,2,2025-01-01,CBE,Google Play,positive,0.9995785355567932,useful app,other
nice,2,2025-01-01,CBE,Google Play,positive,0.9998552799224854,nice,other
Good,2,2025-01-01,CBE,Google Play,positive,0.999816119670868,good,other
"As an app developer, I rely on Developer Mode to build and test apps, but this app blocks access entirely if it's enabled. This restriction is unnecessary and makes it impossible for developers to use the service. Instead of outright blocking, consider implementing enhanced security measures that don't alienate professionals who need this setting. Please reconsider this policy.",2,2024-12-31,CBE,Google Play,negative,0.9983273148536682,app developer rely developer mode build test app app block access entirely enable restriction unnecessary make impossible developer use service instead outright blocking consider implement enhanced security measure alienate professional need setting reconsider policy,other
Apdates went to dismiss the developer option,2,2024-12-30,CBE,Google Play,negative,0.9997792840003968,apdate go dismiss developer option,other
Best app,2,2024-12-30,CBE,Google Play,positive,0.999686598777771,good app,other
AsenafeDemelee,2,2024-12-29,CBE,Google Play,negative,0.7528273463249207,asenafedemelee,other
Hiio,2,2024-12-29,CBE,Google Play,positive,0.9921185970306396,hiio,other
በጣም አሪፍ,2,2024-12-29,CBE,Google Play,negative,0.7850590348243713,በጣም አሪፍ,other
Not flexible,2,2024-12-27,CBE,Google Play,negative,0.9997934699058532,flexible,other
After the update the system the requirement for minimal is not fair,2,2024-12-26,CBE,Google Play,negative,0.999625563621521,update system requirement minimal fair,other
ወደሌላ ባንክ ሲላክ የሚቆርጠው በጣም ብዙነው,2,2024-12-21,CBE,Google Play,negative,0.9046952724456788,ወደሌላ ባንክ ሲላክ የሚቆርጠው በጣም ብዙነው,other
Yuu,2,2024-12-20,CBE,Google Play,positive,0.993859887123108,yuu,other
Gud,2,2024-12-17,CBE,Google Play,negative,0.8956557512283325,gud,other
No speed,2,2024-12-01,CBE,Google Play,negative,0.9996943473815918,speed,other
"Self transfer has a problem. Doesn't tell weather trasfered or not after the process,ie ignors the final issuance of reciept .....",2,2024-11-28,CBE,Google Play,negative,0.997632622718811,self transfer problem tell weather trasfere process ie ignor final issuance reciept,features
"ስግብግብ , Unfair (Tele + CBE )😫",2,2024-11-23,CBE,Google Play,negative,0.9997060894966124,ስግብግብ unfair tele cbe,other
So Good,2,2024-11-18,CBE,Google Play,positive,0.999841570854187,good,other
Problems seen account banning without my permission,2,2024-11-17,CBE,Google Play,negative,0.9990825653076172,problem see account ban permission,other
በጣም የሚያስጠላ ሲስተም ነው ኣሻሽሉ,2,2024-11-16,CBE,Google Play,negative,0.8832131028175354,በጣም የሚያስጠላ ሲስተም ነው ኣሻሽሉ,other
1. Statement is limited with one screen display. There should be access to see my transactions of at least 6 months before. 2. Sometimes debit/credit is not shown on the account details.......,2,2024-11-09,CBE,Google Play,negative,0.9951480031013488,statement limit screen display access transaction month debit credit show account detail,other
I am unable to open or use the application,2,2024-11-08,CBE,Google Play,negative,0.9997318387031556,unable open use application,access
Thinkbyou,2,2024-11-07,CBE,Google Play,positive,0.6470199227333069,thinkbyou,other
It's so intermittent.,2,2024-11-07,CBE,Google Play,negative,0.9898327589035034,intermittent,other
bast mobile banking in Ethiopia,2,2024-10-20,CBE,Google Play,positive,0.9974229335784912,bast mobile banking ethiopia,other
ጥሩ ነው በዚሁ ቀጥሉበት።,2,2024-10-19,CBE,Google Play,negative,0.8832131028175354,ጥሩ ነው በዚሁ,other
"No have all monthly statement,",2,2024-10-12,CBE,Google Play,negative,0.980148196220398,monthly statement,other
This app is so strong💪,2,2024-10-07,CBE,Google Play,negative,0.9838597774505616,app strong,other
Discount service fee,2,2024-10-05,CBE,Google Play,positive,0.7452893257141113,discount service fee,other
Good,2,2024-10-04,CBE,Google Play,positive,0.999816119670868,good,other
failed to give receipt or confirm payment,2,2024-09-23,CBE,Google Play,negative,0.9997404217720032,fail receipt confirm payment,"access, features"
backward banking app,2,2024-09-11,CBE,Google Play,negative,0.9975273013114928,backward banking app,other
"The CBE mobile banking app is a time-saver, but it needs several improvements, like adding fingerprint authentication. It's risky when people see me entering my PIN. Additionally, the fees are unreasonable. You could learn from Tele Birr, which adjusts fees based on the transaction amount. However, the CBEMB app charges a flat 10 birr fee for amounts between 5 and 1000 birr, which I think is unfair.",2,2024-09-04,CBE,Google Play,negative,0.9991649389266968,cbe mobile banking app time saver need improvement like add fingerprint authentication risky people enter pin additionally fee unreasonable learn tele birr adjust fee base transaction cbemb app charge flat birr fee amount birr think unfair,other
It functions to the most part until you need it. The most common flaw is when you send money to another bank account. It shows error but the money is actually gone. I paid twice at least 4 times because of this.,2,2024-08-29,CBE,Google Play,negative,0.998916745185852,function need common flaw send money bank account show error money actually go pay twice time,features
"Some transaction is not going to be processed accordingly. Which going to take 3-5days which is not completely right. since this bank has mass of customers. However, It should be considered as the money can be needed for emergency purposes.",2,2024-08-25,CBE,Google Play,negative,0.9985381364822388,transaction go process accordingly go completely right bank mass customer consider money need emergency purpose,support
Good,2,2024-08-20,CBE,Google Play,positive,0.999816119670868,good,other
There is no option even to check your transactions. And is not users friendly.,2,2024-08-16,CBE,Google Play,negative,0.9997125267982484,option check transaction user friendly,other
To Day not working why,2,2024-08-12,CBE,Google Play,negative,0.9997081160545348,day work,other
"This has so many bugs and doesn't update transaction logs in time, to make it worse it shows error message when you send money but deducts from account at same time but never lets you know that the transaction was successful. And it has very annoying greeting notification.",2,2024-08-09,CBE,Google Play,negative,0.9983898401260376,bug update transaction log time bad show error message send money deduct account time let know transaction successful annoying greeting notification,features
"Not opening the account, very late",2,2024-08-01,CBE,Google Play,negative,0.9996329545974731,open account late,other
ገቢ እና ወጪን ይዘላል.. አስተካክሉት,2,2024-07-21,CBE,Google Play,negative,0.9230993390083312,ገቢ እና ወጪን ይዘላል አስተካክሉት,other
Nice,2,2024-07-19,CBE,Google Play,positive,0.9998552799224854,nice,other
"""get your verification code from your nearest branch"" ia the first amazing dialogue your face, when you try to setup your CBE App. It is a way back system that requires you to go physically. You should have sent a verification codes either via phone number or email address. You better change this analogue system to the digital one! 😀",2,2024-07-13,CBE,Google Play,negative,0.9945490956306458,verification code near branch ia amazing dialogue face try setup cbe app way system require physically send verification code phone number email address well change analogue system digital,other
Happy,2,2024-07-08,CBE,Google Play,positive,0.99987530708313,happy,other
A life Time,2,2024-07-06,CBE,Google Play,positive,0.9988065958023072,life time,other
8838𝑒𝑎 935🄹🅄🆀😃😃😃😃፨፨፨፨ገ😃፨፧፨ቸዟዟዞ😂😂😂 😁😁🅿😀😅😁😁😁😁,2,2024-07-06,CBE,Google Play,negative,0.9489791989326476,,other
The screen shot doesn't work.,2,2024-06-30,CBE,Google Play,negative,0.9997966885566713,screen shot work,other
"couldn't view receipt & can not get help, no telephone contacts. etches",2,2024-06-25,CBE,Google Play,negative,0.9986035227775574,view receipt help telephone contact etche,support
ጥሩ ነው ነገር ግን አብዛኛውን ጊዜ Transaction History አይመዘግብም አልፎ አልፎ አንዳንድ ቢያስቀምጥ እንኳ Order/በቅድምተከተል አይቀመጥም በተጨማሪ Message ያልደረም ከሆነ በጠም አስቸጋሪ ከመሆኑም በላይ በስራችን ላይ ጫና እያደረሰብን ነው ከደንበኞች በቀላሉ መገበያየት አስቻጋሪ ነው እና ይህ ይስተካከል እንላለን !!,2,2024-06-23,CBE,Google Play,negative,0.962307870388031,ጥሩ ነው ነገር ግን አብዛኛውን ጊዜ transaction history አይመዘግብም አልፎ አልፎ አንዳንድ ቢያስቀምጥ እንኳ order በቅድምተከተል አይቀመጥም በተጨማሪ message ያልደረም ከሆነ በጠም አስቸጋሪ ከመሆኑም በላይ በስራችን ላይ ጫና እያደረሰብን ነው ከደንበኞች በቀላሉ መገበያየት አስቻጋሪ ነው እና ይህ ይስተካከል እንላለን,other
There is a glitch regarding the transaction history. Recent transaction history are browsed almost after a day. Which makes it very inconvenient for the users.,2,2024-06-16,CBE,Google Play,negative,0.9983526468276978,glitch transaction history recent transaction history browse day make inconvenient user,other
1OK,2,2024-06-06,CBE,Google Play,positive,0.5096972584724426,,other
This app is not working other bank,2,2024-05-22,CBE,Google Play,negative,0.9995473027229308,app work bank,other
The app doesn't support amharic characters For writing payment reason. It suppose to support writing in amharic(geez) alphabet,2,2024-05-18,CBE,Google Play,negative,0.9992852807044984,app support amharic character write payment reason suppose support writing alphabet,features
"Recent service fee change is ridiculous. Plus making transfer to other banks and Telebirr wallet is even crazier. You suppose to be an exemplary institution, but you are doing the opposite.",2,2024-05-14,CBE,Google Play,negative,0.9890774488449096,recent service fee change ridiculous plus make transfer bank telebirr wallet crazy suppose exemplary institution opposite,features
Good app but it fail to send on time the commission money is unnecessary and also their are some bug like recent transaction page don't show the recent one ...... Try to improve it's back system as a bank system people want it in different situations so it has to work every time as could as possible if you don't get it when you want why we use mobile banking not branch service as I conclusion personally I like the bank because it is CBE but not their digital banking system Thanks,2,2024-05-12,CBE,Google Play,negative,0.9978784322738647,good app fail send time commission money unnecessary bug like recent transaction page recent try improve system bank system people want different situation work time possible want use mobile banking branch service conclusion personally like bank cbe digital banking system thank,access
Not bad,2,2024-04-20,CBE,Google Play,positive,0.9995881915092468,bad,other
"It's very bad. It deserves 0 stars. It doesn't show some transactions,it misplace transactions,it misplace dates,it shows nonsense errors and so more. I just rate it to 2 stars for helping me a lot.",2,2024-04-14,CBE,Google Play,negative,0.997934103012085,bad deserve star transaction misplace transaction misplace date show nonsense error rate star help lot,support
Fantastic app,2,2024-04-10,CBE,Google Play,positive,0.999858856201172,fantastic app,other
INDIVIGUALL TELEBIRR ACCOUNT IS NOT AVAILAVLE WHY,2,2024-03-29,CBE,Google Play,negative,0.9996083378791808,indiviguall telebirr account availavle,other
it doesn't generate financial statements. it is good to allow us to generate our transaction in PDF file,2,2024-03-26,CBE,Google Play,positive,0.9922698736190796,generate financial statement good allow generate transaction pdf file,other
"1- Always mixes up sequence of transaction history and also takea very long to update those 2- doesnt generate the reciept page when you transfer to other banks, mostly displays an error image. 3- struggles to work in places with 2G connection. Generally its a good app since the USSD is a nightmare we will be ok with this.",2,2024-03-23,CBE,Google Play,positive,0.8552947640419006,mix sequence transaction history takea long update not generate reciept page transfer bank display error image struggle work place g connection generally good app ussd nightmare ok,features
Best and easy to use but the limitations is the when someone want to send birr from cbe to tele birr the transfer fee is higher and this is not correct,2,2024-03-11,CBE,Google Play,negative,0.9993891716003418,well easy use limitation want send birr cbe tele birr transfer fee high correct,"features, UX"
The new version get worse I can't even check my balance let alone doing other stuff.,2,2024-03-11,CBE,Google Play,negative,0.9997318387031556,new version bad check balance let stuff,other
Less,2,2024-03-09,CBE,Google Play,negative,0.9940166473388672,,other
Always have network issue Even my network work fine,2,2024-03-09,CBE,Google Play,negative,0.7080869078636169,network issue network work fine,other
most of the time its not working,2,2024-03-09,CBE,Google Play,negative,0.9983423948287964,time work,other
Pay for Beneficiary and sharing success reports are not working on the latest update.,2,2024-03-05,CBE,Google Play,negative,0.9996094107627868,pay beneficiary share success report work late update,features
Full transaction statment,2,2024-03-05,CBE,Google Play,positive,0.956745743751526,transaction statment,other
Really good app to transfer money and receive,2,2024-03-03,CBE,Google Play,positive,0.999755084514618,good app transfer money receive,features
8e,2,2024-02-28,CBE,Google Play,positive,0.6845313310623169,,other
It doesn't update quickly and display balances please improve so we can rely on the online payments.,2,2024-02-23,CBE,Google Play,negative,0.9949546456336976,update quickly display balance improve rely online payment,features
Very problematic... doesn't work when needed,2,2024-02-14,CBE,Google Play,negative,0.999668836593628,problematic work need,other
Too many bugs e.g the sync never works I have to go frequently to get fixes,2,2024-02-13,CBE,Google Play,negative,0.9994400143623352,bug sync work frequently fix,other
Updating isn't working,2,2024-02-11,CBE,Google Play,negative,0.999670147895813,updating work,other
"Network error becha nw milw,wede branch mehede alben endatlu becha??",2,2024-02-11,CBE,Google Play,negative,0.998620867729187,network error becha nw milw wede branch mehede alben endatlu becha,other
Since I updated the app its not working,2,2024-02-11,CBE,Google Play,negative,0.9997418522834778,update app work,other
Need learn more,2,2024-02-04,CBE,Google Play,negative,0.7655414938926697,need learn,other
Good,2,2024-02-03,CBE,Google Play,positive,0.999816119670868,good,other
"Dark mode ❌, why? 🧐",2,2024-01-30,CBE,Google Play,negative,0.998484194278717,dark mode,other
Poor,2,2024-01-18,CBE,Google Play,negative,0.9997912049293518,poor,other
Most of the things work just fine. But the transaction history doesn't work properly/right.,2,2024-01-15,CBE,Google Play,negative,0.9991469383239746,thing work fine transaction history work properly right,other
Why it says critical update repeatdly and when I updated asks similar question,2,2024-01-08,CBE,Google Play,negative,0.9979109168052672,say critical update repeatdly update ask similar question,other
For late some times but more is good work,2,2024-01-06,CBE,Google Play,positive,0.9989991784095764,late time good work,other
This app is not worthy to be trusted with handling large amount of money. Becareful with this kind of badly developed app.,2,2024-01-05,CBE,Google Play,negative,0.999811828136444,app worthy trust handle large money becareful kind badly develop app,other
Up date it,2,2024-01-05,CBE,Google Play,positive,0.9997887015342712,date,other
Totally no response when calling on 951.,2,2024-01-03,CBE,Google Play,negative,0.999561607837677,totally response call,other
Why is problem non available,2,2023-12-24,CBE,Google Play,negative,0.9995332956314088,problem non available,other
"I Wana to update this app ,because when I try to open it ,it's close up immediately",2,2023-12-18,CBE,Google Play,negative,0.9908350706100464,wana update app try open close immediately,other
This app is amazing but it stopped working so can you fix the problem,2,2023-12-14,CBE,Google Play,negative,0.998606026172638,app amazing stop work fix problem,other
help me to get the money.n may,2,2023-12-08,CBE,Google Play,negative,0.9954525828361512,help,support
"I can't downloaded the recipts which is very important one's, please fix it",2,2023-12-08,CBE,Google Play,negative,0.9969882369041444,download recipt important fix,other
Difficult to get transaction statement and receipt of single transaction.,2,2023-12-06,CBE,Google Play,negative,0.9996800422668456,difficult transaction statement receipt single transaction,other
It is not active for banking,2,2023-12-05,CBE,Google Play,negative,0.99969482421875,active banking,other
"I used it for the past 2 years. I live outside of Ethiopia, so it was very convenient to deposit or transfer money to and from my account. However, recently i kept getting ""None available"" message and not even able to see my balance or pull out people previous account information. So i uninstall and installed it, now it is asking me a key code whice you normally get it from ur bank. As i said,I live outside of Ethio, so unable to use this app anymore.",2,2023-12-03,CBE,Google Play,negative,0.9991703033447266,past year live outside ethiopia convenient deposit transfer money account recently keep get available message able balance pull people previous account information uninstall instal ask key code whice normally ur bank say live outside ethio unable use app anymore,"access, features"
It is broken after the last update!!!,2,2023-12-01,CBE,Google Play,negative,0.9996628761291504,break update,other
not responsive most of the time.,2,2023-12-01,CBE,Google Play,negative,0.999805510044098,responsive time,other
"The previous version was better.if our wifi is weak this app is not working even by vpn.Learn from other banks,how to make simple and easy",2,2023-11-26,CBE,Google Play,negative,0.9989443421363832,previous version wifi weak app work bank simple easy,UX
Good,2,2023-11-22,CBE,Google Play,positive,0.999816119670868,good,other
Please include full Bank statement access through this app,2,2023-11-20,CBE,Google Play,positive,0.8449323177337646,include bank statement access app,other
Why someone has to go to branch for verification and activation? I can't help my self unless i am in ethiopia.,2,2023-11-09,CBE,Google Play,negative,0.9958535432815552,branch verification activation help self ethiopia,support
Fix it unsatisfied with the system,2,2023-10-26,CBE,Google Play,negative,0.9982603192329408,fix unsatisfie system,other
"It doesn't work when I turn it on with data, it only works with wifi so it's really bothering me.",2,2023-10-18,CBE,Google Play,negative,0.9993329644203186,work turn datum work wifi bother,other
Good,2,2023-10-16,CBE,Google Play,positive,0.999816119670868,good,other
Hard app to rely on for business transactions. As it shows error message while the money is transferred resulting in sending money multiple times. Plus transaction details gets updated after days of the actual transaction.,2,2023-10-16,CBE,Google Play,negative,0.9826595783233644,hard app rely business transaction show error message money transfer result send money multiple time plus transaction detail get update day actual transaction,features
"After I update latest app I can't use any feature on it. I can't see my amount, I can't transfer and all services are not working",2,2023-09-29,CBE,Google Play,negative,0.9992483258247375,update late app use feature transfer service work,features
Commercial Bank of,2,2023-09-26,CBE,Google Play,positive,0.6965689659118652,commercial bank,other
I can't see my bank activity for different months when I open the app. Only most recent,2,2023-09-21,CBE,Google Play,negative,0.9827605485916138,bank activity different month open app recent,other
please Show us more transaction history,2,2023-09-08,CBE,Google Play,negative,0.7523820996284485,transaction history,other
It doesn't show your bank information anymore.,2,2023-09-08,CBE,Google Play,negative,0.999309539794922,bank information anymore,other
not bad except illogicality of persenel.,2,2023-09-04,CBE,Google Play,negative,0.9040642380714417,bad illogicality persenel,other
required.trasfer many,2,2023-08-30,CBE,Google Play,negative,0.9667668342590332,,other
Late,2,2023-08-26,CBE,Google Play,negative,0.9938137531280518,late,other
It cannot activated online without going branch.,2,2023-08-24,CBE,Google Play,negative,0.9979768395423888,activate online go branch,other
Unable to update,2,2023-08-20,CBE,Google Play,negative,0.9995263814926147,unable update,access
"I've been using this app for quite some time now and recently I've been seeing some unusual bugs, like saying error repository report, not syncing when I transfer to another account but then when I try it again, sent complete but has sent to that account twice... deducted twice...this needs to fixed ASAP...",2,2023-08-03,CBE,Google Play,negative,0.9992689490318298,app time recently see unusual bug like say error repository report sync transfer account try send complete send account twice deduct twice need fix asap,features
The application for transaction any where and time important however on process transaction intruption after some minut deducted the amount so happened double payment . So please improved ! To transact reliable show correctly on time of transaction.,2,2023-07-29,CBE,Google Play,positive,0.9741153717041016,application transaction time important process transaction intruption minut deduct happen double payment improve transact reliable correctly time transaction,features
It just disturbs if you left it open. Bad user experience,2,2023-07-11,CBE,Google Play,negative,0.9997290968894958,disturb leave open bad user experience,other
Pleas update this app is not working,2,2023-06-30,CBE,Google Play,negative,0.9997486472129822,plea update app work,other
Difficult to transfer,2,2023-06-29,CBE,Google Play,negative,0.9992555975914,difficult transfer,features
Good,2,2023-06-06,CBE,Google Play,positive,0.999816119670868,good,other
"Eventhough,this's the biggest bank in Ethiopia there is a deep problem on it's application. NO NETWORK everytime 😔",2,2023-06-01,CBE,Google Play,negative,0.9991907477378844,eventhough big bank ethiopia deep problem application network everytime,other
"this app has bugs all over it!! you cant see your balance,transfer money inaddition shows error msg ""none available"". fix this!!",2,2023-05-31,CBE,Google Play,negative,0.9997915625572203,app bug not balance transfer money inaddition show error msg available fix,features
Poor app,2,2023-05-27,CBE,Google Play,negative,0.9997596144676208,poor app,other
Very poor app from a huge bank.,2,2023-05-13,CBE,Google Play,negative,0.9998084902763368,poor app huge bank,other
Thank you app google manager its very useful!!! Thank you!!,2,2023-05-10,CBE,Google Play,positive,0.999679684638977,thank app google manager useful thank,other
Abubeker negn,2,2023-05-07,CBE,Google Play,positive,0.8487191200256348,abubeker negn,other
The latest update is full of bug until that it was great.,2,2023-05-01,CBE,Google Play,negative,0.9961116909980774,late update bug great,other
"It was good to work but It doesn't open for me, although i went twice the bank they have not found any solution.",2,2023-04-30,CBE,Google Play,negative,0.9974088072776794,good work open go twice bank find solution,other
"The app is not working, it doesn't show your balance, or you can not make any payments",2,2023-04-14,CBE,Google Play,negative,0.9997240900993348,app work balance payment,features
It's good and easy but it has no security features like finger print or pin code for payment and log in. Not safe app,2,2023-04-14,CBE,Google Play,negative,0.9993451237678528,good easy security feature like finger print pin code payment log safe app,"features, UX"
Best,2,2023-04-08,CBE,Google Play,positive,0.9997941851615906,well,other
Not all services are available like transfer to mobile numbers,2,2023-04-04,CBE,Google Play,negative,0.9954097867012024,service available like transfer mobile number,features
"The app says it failed to transfer the money but it transferred money, so there is a high chance of transferring money twice.",2,2023-04-02,CBE,Google Play,negative,0.9848249554634094,app say fail transfer money transfer money high chance transfer money twice,"access, features"
Not perfectly,2,2023-04-01,CBE,Google Play,negative,0.99972265958786,perfectly,other
Old version is better on showing old transaction list than this one,2,2023-03-22,CBE,Google Play,negative,0.998626470565796,old version well show old transaction list,other
I have been using this app for long period of time & I'm very happy. because I'm also use other banks app and nothing can compare this. I know so many people using this app too & we all happier by using this app especially it gives us very helpful recently data for long period of time which is the money we sent and received with very clear info. And its reduced the time which we spend by printing statement on branches. But on this version this future shortened by limited recently data. Whyyy???,2,2023-03-20,CBE,Google Play,negative,0.8650428652763367,app long period time happy use bank app compare know people app happy app especially give helpful recently datum long period time money send receive clear info reduce time spend print statement branch version future shorten limited recently datum whyyy,support
Still now i can't even see my current balance..? It has been a while... is it just me or somebody else's problem too..?,2,2023-03-12,CBE,Google Play,negative,0.999648094177246,current balance somebody problem,other
Transactions history is not being fully shown fix it,2,2023-03-12,CBE,Google Play,negative,0.9997473359107972,transaction history fully show fix,other
Since the last two weeks I could not see balance. It becomes busy and difficult to check remaining amount.,2,2023-03-09,CBE,Google Play,negative,0.9997146725654602,week balance busy difficult check remaining,other
